question,question_slug,cue,correct_response,proposition_id,feat_type,qid,truth_coded,count,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_min,imagery_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,facts_mean,facts_std,facts_min,facts_max,imagery_z,facts_z,difficulty_z,truth_normed,truth_agree,prop_visual
Does it eat garbage?,does-it-eat-garbage,raccoon,yes,raccoon:nonvisual:yes:1,nonvisual,1,yes,5,1.4,0.547722558,1,2,1,1.732050808,0,4,-2,0,-2,-2,1,1.732050808,0,4,-0.664262734,-0.030245161,-1.201223845,yes,1,0.545454545
Does it produce offspring?,does-it-produce-offspring,raccoon,yes,raccoon:nonvisual:yes:4,nonvisual,4,yes,4,1.5,1,0,2,1,1.414213562,0,3,-1.75,0.5,-2,-1,0.75,1.5,0,3,-0.664262734,-0.412597924,-0.637824614,yes,1,0.545454545
Does it have seeds?,does-it-have-seeds,raccoon,no,raccoon:visual:no:2,visual,2,no,5,-2,0,-2,-2,1.2,0.836660027,0,2,-1.6,0.894427191,-2,0,0.8,1.095445115,0,2,-0.353117857,-0.336127372,-0.299785076,no,1,0.545454545
Is it black?,is-it-black,raccoon,no,raccoon:visual:no:6,visual,1,yes,4,-0.5,1.290994449,-2,1,1.75,1.258305739,0,3,-0.5,1.290994449,-2,1,1.25,0.957427108,0,2,0.502530556,0.352107603,2.179171538,NA,NA,0.545454545
Does it have a beak?,does-it-have-a-beak,raccoon,no,raccoon:visual:no:5,visual,5,no,9,-2,0,-2,-2,0.666666667,0.866025404,0,2,-1.777777778,0.440958552,-2,-1,0.333333333,0.707106781,0,2,-1.182837529,-1.049852531,-0.700424529,no,1,0.545454545
Does it have green leaves?,does-it-have-green-leaves,raccoon,no,raccoon:visual:no:3,visual,3,no,6,-2,0,-2,-2,0,0,0,0,-2,0,-2,-2,0.5,1.224744871,0,3,-2.21998712,-0.794950688,-1.201223845,no,1,0.545454545
Does it have a mane?,does-it-have-a-mane,raccoon,no,raccoon:visual:no:1,visual,1,no,5,-1.6,0.547722558,-2,-1,2.2,0.836660027,1,3,-1.2,1.095445115,-2,0,1.4,1.341640786,0,3,1.202606529,0.581519262,0.601653693,no,1,0.545454545
Does it have a long neck?,does-it-have-a-long-neck,raccoon,no,raccoon:visual:no:4,visual,4,no,5,-1.8,0.447213595,-2,-1,2.2,1.303840481,1,4,-1,0.707106781,-2,0,1.4,1.140175425,0,3,1.202606529,0.581519262,1.052373077,no,1,0.545454545
Is it used for holding beer?,is-it-used-for-holding-beer,raccoon,no,raccoon:nonvisual:no:3,nonvisual,3,no,4,-2,0,-2,-2,1.25,0.957427108,0,2,-1.75,0.5,-2,-1,0.75,0.957427108,0,2,-0.275331637,-0.412597924,-0.637824614,no,1,0.545454545
Is it used for protection?,is-it-used-for-protection,raccoon,no,raccoon:nonvisual:no:2,nonvisual,2,no,4,-1.75,0.5,-2,-1,1,2,0,4,-1.5,0.577350269,-2,-1,0.5,0.577350269,0,1,-0.664262734,-0.794950688,-0.074425384,no,1,0.545454545
Does it hop?,does-it-hop,raccoon,no,raccoon:nonvisual:no:1,nonvisual,1,no,5,-0.4,0.894427191,-1,1,1.6,1.140175425,0,3,-0.6,1.140175425,-2,1,1.4,1.673320053,0,4,0.269171898,0.581519262,1.953811846,no,1,0.545454545
Is it small?,is-it-small,strawberry,yes,strawberry:visual:yes:4,visual,4,yes,5,1.6,0.547722558,1,2,1.6,1.516575089,0,3,-1.4,0.894427191,-2,0,0.8,0.836660027,0,2,0.269171898,-0.336127372,0.150934308,yes,1,0.125
Is it red?,is-it-red,strawberry,yes,strawberry:visual:yes:1,visual,1,yes,3,1.666666667,0.577350269,1,2,1.666666667,0.577350269,1,2,-1.333333333,0.577350269,-2,-1,0,0,0,0,0.372886857,-1.559656216,0.301174103,yes,1,0.125
Does it have seeds?,does-it-have-seeds,strawberry,yes,strawberry:visual:yes:2,visual,2,yes,7,1.714285714,0.755928946,0,2,1,1.527525232,0,4,-1.571428571,0.786795792,-2,0,0.857142857,1.214985793,0,3,-0.664262734,-0.248732454,-0.235396592,yes,1,0.125
Does it have green leaves?,does-it-have-green-leaves,strawberry,yes,strawberry:visual:yes:3,visual,3,yes,3,2,0,2,2,2,1,1,3,-1.666666667,0.577350269,-2,-1,0,0,0,0,0.891461652,-1.559656216,-0.450024871,yes,1,0.125
Is it a fruit?,is-it-a-fruit,strawberry,yes,strawberry:nonvisual:yes:1,nonvisual,1,yes,2,2,0,2,2,1,1.414213562,0,2,-1.5,0.707106781,-2,-1,3,0,3,3,-0.664262734,3.02857695,-0.074425384,yes,1,0.125
Does it taste good?,does-it-taste-good,strawberry,yes,strawberry:nonvisual:yes:4,nonvisual,4,yes,6,1,0.894427191,0,2,2.333333333,1.861898673,0,4,-1.166666667,0.752772653,-2,0,2.166666667,1.169045194,1,4,1.410036447,1.754067737,0.67677359,yes,1,0.125
Is it used for making jam?,is-it-used-for-making-jam,strawberry,yes,strawberry:nonvisual:yes:3,nonvisual,3,yes,7,1.714285714,0.487950036,1,2,2.428571429,1.397276262,0,4,-1.714285714,0.487950036,-2,-1,2,1.632993162,0,4,1.558200675,1.499165895,-0.55733901,yes,1,0.125
Does it taste sweet?,does-it-taste-sweet,strawberry,yes,strawberry:nonvisual:yes:2,nonvisual,2,yes,5,1.4,0.547722558,1,2,1.2,1.095445115,0,3,-1.6,0.547722558,-2,-1,1.6,1.140175425,0,3,-0.353117857,0.887401473,-0.299785076,yes,1,0.125
Does it have a tail?,does-it-have-a-tail,strawberry,no,strawberry:visual:no:2,visual,2,no,4,-1.75,0.5,-2,-1,2.75,1.5,1,4,-1.5,1,-2,0,0.75,0.957427108,0,2,2.058254941,-0.412597924,-0.074425384,no,1,0.125
Does it have four legs?,does-it-have-four-legs,strawberry,no,strawberry:visual:no:1,visual,1,no,5,-2,0,-2,-2,0.4,0.894427191,0,2,-1.2,1.788854382,-2,2,0,0,0,0,-1.597697365,-1.559656216,0.601653693,no,1,0.125
Does it have ears?,does-it-have-ears,strawberry,no,strawberry:visual:no:4,visual,4,no,10,-1.6,1.264911064,-2,2,1.3,1.702938637,0,4,-1.8,0.421637021,-2,-1,0.9,1.370320319,0,4,-0.197545418,-0.183186266,-0.75050446,no,1,0.125
Does it have a mane?,does-it-have-a-mane,strawberry,no,strawberry:visual:no:3,visual,3,no,7,-2,0,-2,-2,0.285714286,0.487950036,0,1,-1.857142857,0.377964473,-2,-1,0,0,0,0,-1.775494438,-1.559656216,-0.879281427,no,1,0.125
Is it used for riding?,is-it-used-for-riding,strawberry,no,strawberry:nonvisual:no:1,nonvisual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Does it eat?,does-it-eat,strawberry,no,strawberry:nonvisual:no:4,nonvisual,4,no,4,-0.75,1.5,-2,1,1.75,1.707825128,0,4,-2,0,-2,-2,0.25,0.5,0,1,0.502530556,-1.177303452,-1.201223845,NA,NA,0.125
Is it furniture?,is-it-furniture,strawberry,no,strawberry:nonvisual:no:3,nonvisual,3,no,5,-2,0,-2,-2,0.4,0.894427191,0,2,-1.8,0.447213595,-2,-1,0.4,0.894427191,0,2,-1.597697365,-0.947891794,-0.75050446,no,1,0.125
Is it an insect?,is-it-an-insect,strawberry,no,strawberry:nonvisual:no:2,nonvisual,2,no,5,-2,0,-2,-2,1.4,1.673320053,0,4,-1.8,0.447213595,-2,-1,1.8,1.483239697,0,4,-0.041972979,1.193283684,-0.75050446,no,1,0.125
Does it have a beak?,does-it-have-a-beak,swan,yes,swan:visual:yes:2,visual,2,yes,4,2,0,2,2,3.25,0.957427108,2,4,-1.75,0.5,-2,-1,1.5,1.914854216,0,4,2.836117134,0.734460367,-0.637824614,yes,1,0.533333333
Does it have feathers?,does-it-have-feathers,swan,yes,swan:visual:yes:3,visual,3,yes,6,2,0,2,2,1,0.894427191,0,2,-1.833333333,0.40824829,-2,-1,0.333333333,0.516397779,0,1,-0.664262734,-1.049852531,-0.825624358,yes,1,0.533333333
Does it have wings?,does-it-have-wings,swan,yes,swan:visual:yes:4,visual,4,yes,6,1.5,1.224744871,-1,2,2,1.673320053,0,4,-1.333333333,0.816496581,-2,0,1.833333333,1.329160136,0,4,0.891461652,1.244264052,0.301174103,yes,1,0.533333333
Does it have a long neck?,does-it-have-a-long-neck,swan,yes,swan:visual:yes:1,visual,1,yes,4,1.75,0.5,1,2,2,1.825741858,0,4,-2,0,-2,-2,1.5,1.290994449,0,3,0.891461652,0.734460367,-1.201223845,yes,1,0.533333333
Is it a bird?,is-it-a-bird,swan,yes,swan:nonvisual:yes:2,nonvisual,2,yes,4,2,0,2,2,1.75,1.707825128,0,4,-1.25,0.5,-2,-1,1,1.154700538,0,2,0.502530556,-0.030245161,0.488973847,yes,1,0.533333333
Is it graceful?,is-it-graceful,swan,yes,swan:nonvisual:yes:1,nonvisual,1,yes,7,1.714285714,0.487950036,1,2,1.571428571,1.511857892,0,4,-1.857142857,0.377964473,-2,-1,0.571428571,0.786795792,0,2,0.22472263,-0.685707041,-0.879281427,yes,1,0.533333333
Does it lay eggs?,does-it-lay-eggs,swan,yes,swan:nonvisual:yes:4,nonvisual,4,yes,6,1,1.095445115,-1,2,1.666666667,1.366260102,0,3,-1,0.894427191,-2,0,1.333333333,1.211060142,0,3,0.372886857,0.479558525,1.052373077,yes,1,0.533333333
Does it live on water?,does-it-live-on-water,swan,yes,swan:nonvisual:yes:3,nonvisual,3,yes,6,1,1.673320053,-2,2,1.666666667,1.632993162,0,4,-1.333333333,1.032795559,-2,0,1.666666667,1.505545305,0,4,0.372886857,0.98936221,0.301174103,yes,1,0.533333333
Does it have a tail?,does-it-have-a-tail,swan,no,swan:visual:no:2,visual,2,no,6,-0.666666667,1.211060142,-2,1,3.166666667,1.169045194,1,4,-0.5,1.048808848,-2,1,1.833333333,1.722401424,0,4,2.706473436,1.244264052,2.179171538,no,1,0.533333333
Does it have a hump?,does-it-have-a-hump,swan,no,swan:visual:no:1,visual,1,no,5,-2,0,-2,-2,1.8,1.788854382,0,4,-1.6,0.547722558,-2,-1,0.6,1.341640786,0,3,0.580316775,-0.642009583,-0.299785076,no,1,0.533333333
Does it have four legs?,does-it-have-four-legs,swan,no,swan:visual:no:3,visual,3,no,6,-1.833333333,0.40824829,-2,-1,2.5,1.516575089,0,4,-1.666666667,0.516397779,-2,-1,2.166666667,1.602081979,0,4,1.669323845,1.754067737,-0.450024871,no,1,0.533333333
Is it made of wood?,is-it-made-of-wood,swan,no,swan:visual:no:4,visual,4,no,8,-1.75,0.707106781,-2,0,0.375,0.744023809,0,2,-1.875,0.353553391,-2,-1,0.125,0.353553391,0,1,-1.636590475,-1.368479834,-0.919524229,no,1,0.533333333
Does it grow on trees?,does-it-grow-on-trees,swan,no,swan:nonvisual:no:2,nonvisual,2,no,5,-2,0,-2,-2,1.4,1.140175425,0,3,-1.8,0.447213595,-2,-1,1.4,1.673320053,0,4,-0.041972979,0.581519262,-0.75050446,no,1,0.533333333
Is it used by riding?,is-it-used-by-riding,swan,no,swan:nonvisual:no:1,nonvisual,1,no,7,-1.857142857,0.377964473,-2,-1,1.142857143,1.345185418,0,3,-1.285714286,0.755928946,-2,0,1.285714286,1.603567451,0,4,-0.442016393,0.406729427,0.408488242,no,1,0.533333333
Is it found in dining rooms?,is-it-found-in-dining-rooms,swan,no,swan:nonvisual:no:3,nonvisual,3,no,7,-1.571428571,0.786795792,-2,0,0.571428571,0.975900073,0,2,-1.428571429,0.786795792,-2,0,1,1.527525232,0,4,-1.331001756,-0.030245161,0.086545825,no,1,0.533333333
Does it travel in herds?,does-it-travel-in-herds,swan,no,swan:nonvisual:no:4,nonvisual,4,no,4,-0.25,0.957427108,-1,1,0.75,0.957427108,0,2,-0.25,0.5,-1,0,1,0.816496581,0,2,-1.05319383,-0.030245161,2.742570768,NA,NA,0.533333333
Does it have legs?,does-it-have-legs,table,yes,table:visual:yes:3,visual,3,yes,4,1.25,0.957427108,0,2,1.25,1.258305739,0,3,-0.75,1.5,-2,1,1.5,1.732050808,0,4,-0.275331637,0.734460367,1.615772308,yes,1,0.6
Is it made of wood?,is-it-made-of-wood,table,yes,table:visual:yes:1,visual,1,yes,4,0.75,0.5,0,1,2,1.825741858,0,4,-1,1.414213562,-2,1,2,1.825741858,0,4,0.891461652,1.499165895,1.052373077,yes,1,0.6
Is it flat?,is-it-flat,table,yes,table:visual:yes:4,visual,4,yes,7,1.428571429,1.133893419,-1,2,2.142857143,1.345185418,1,4,-1.285714286,0.755928946,-2,0,1.714285714,1.496026483,0,4,1.113707993,1.062191307,0.408488242,yes,1,0.6
Is it furniture?,is-it-furniture,table,yes,table:nonvisual:yes:4,nonvisual,4,yes,4,1.75,0.5,1,2,1,0.816496581,0,2,-1.5,1,-2,0,0.5,1,0,2,-0.664262734,-0.794950688,-0.074425384,yes,1,0.6
Is it found in kitchens?,is-it-found-in-kitchens,table,yes,table:nonvisual:yes:2,nonvisual,2,yes,4,1,0.816496581,0,2,1.5,1.290994449,0,3,-1.5,0.577350269,-2,-1,0.25,0.5,0,1,0.113599459,-1.177303452,-0.074425384,yes,1,0.6
Is it found in dining rooms?,is-it-found-in-dining-rooms,table,yes,table:nonvisual:yes:3,nonvisual,3,yes,7,1.428571429,0.534522484,1,2,1.571428571,1.812653934,0,4,-1.857142857,0.377964473,-2,-1,0.285714286,0.487950036,0,1,0.22472263,-1.122681628,-0.879281427,yes,1,0.6
Is it used for eating on?,is-it-used-for-eating-on,table,yes,table:nonvisual:yes:1,nonvisual,1,yes,2,1,0,1,1,2,2.828427125,0,4,-2,0,-2,-2,0,0,0,0,0.891461652,-1.559656216,-1.201223845,yes,1,0.6
Does it have a tail?,does-it-have-a-tail,table,no,table:visual:no:3,visual,3,no,3,-2,0,-2,-2,0.333333333,0.577350269,0,1,-2,0,-2,-2,0,0,0,0,-1.701412324,-1.559656216,-1.201223845,no,1,0.6
Is it round?,is-it-round,table,no,table:visual:no:5,visual,2,yes,6,-0.166666667,0.40824829,-1,0,1.833333333,1.169045194,0,3,-1.666666667,0.516397779,-2,-1,0.833333333,0.98319208,0,2,0.632174254,-0.285147003,-0.450024871,NA,NA,0.6
Does it have a skin?,does-it-have-a-skin,table,no,table:visual:no:4,visual,4,no,5,-1.6,0.894427191,-2,0,0.6,0.894427191,0,2,-1.4,0.894427191,-2,0,0.4,0.894427191,0,2,-1.286552488,-0.947891794,0.150934308,no,1,0.6
Does it have a neck?,does-it-have-a-neck,table,no,table:visual:no:1,visual,1,no,5,-1.4,0.894427191,-2,0,0.6,0.894427191,0,2,-1.4,0.894427191,-2,0,0.6,0.894427191,0,2,-1.286552488,-0.642009583,0.150934308,no,1,0.6
Does it have a nose?,does-it-have-a-nose,table,no,table:visual:no:2,visual,2,no,4,-2,0,-2,-2,1.25,1.892969449,0,4,-2,0,-2,-2,0,0,0,0,-0.275331637,-1.559656216,-1.201223845,no,1,0.6
Is it an animal?,is-it-an-animal,table,no,table:nonvisual:no:1,nonvisual,1,no,4,-2,0,-2,-2,0,0,0,0,-2,0,-2,-2,0,0,0,0,-2.21998712,-1.559656216,-1.201223845,no,1,0.6
Is it a mammal?,is-it-a-mammal,table,no,table:nonvisual:no:2,nonvisual,2,no,3,-1.333333333,1.154700538,-2,0,1.333333333,1.154700538,0,2,-1,1,-2,0,1.333333333,1.154700538,0,2,-0.145687938,0.479558525,1.052373077,no,1,0.6
Is it healthy?,is-it-healthy,table,no,table:nonvisual:no:3,nonvisual,3,no,5,-1.8,0.447213595,-2,-1,1.4,1.949358869,0,4,-1.8,0.447213595,-2,-1,0.4,0.894427191,0,2,-0.041972979,-0.947891794,-0.75050446,no,1,0.6
Does it grow in Hawaii?,does-it-grow-in-hawaii,table,no,table:nonvisual:no:4,nonvisual,4,no,5,-2,0,-2,-2,0.6,0.894427191,0,2,-2,0,-2,-2,0.4,0.894427191,0,2,-1.286552488,-0.947891794,-1.201223845,no,1,0.6
Does it have teeth?,does-it-have-teeth,tiger,yes,tiger:visual:yes:2,visual,2,yes,4,1.5,1,0,2,2.25,2.061552813,0,4,-1.25,1.5,-2,1,0.5,1,0,2,1.280392749,-0.794950688,0.488973847,yes,1,0.473684211
Does it have stripes?,does-it-have-stripes,tiger,yes,tiger:visual:yes:1,visual,1,yes,4,1.75,0.5,1,2,1,1.414213562,0,3,-1.75,0.5,-2,-1,0.75,0.957427108,0,2,-0.664262734,-0.412597924,-0.637824614,yes,1,0.473684211
Does it have whiskers?,does-it-have-whiskers,tiger,yes,tiger:visual:yes:4,visual,4,yes,7,1.285714286,1.496026483,-2,2,2,1.632993162,0,4,-1.428571429,0.786795792,-2,0,0.857142857,1.214985793,0,3,0.891461652,-0.248732454,0.086545825,yes,1,0.473684211
Is it orange?,is-it-orange,tiger,yes,tiger:visual:yes:3,visual,3,yes,7,0.714285714,0.755928946,0,2,1.571428571,1.272418021,0,4,-1.571428571,0.786795792,-2,0,1.571428571,1.272418021,0,3,0.22472263,0.843704014,-0.235396592,yes,1,0.473684211
Does it have large teeth?,does-it-have-large-teeth,tiger,yes,tiger:visual:yes:5,visual,5,yes,6,1,0.632455532,0,2,2,1.414213562,0,4,-1.5,0.547722558,-2,-1,1.5,1.378404875,0,4,0.891461652,0.734460367,-0.074425384,yes,1,0.473684211
Is it an animal?,is-it-an-animal,tiger,yes,tiger:nonvisual:yes:2,nonvisual,2,yes,5,2,0,2,2,1,1.732050808,0,4,-2,0,-2,-2,1,1.732050808,0,4,-0.664262734,-0.030245161,-1.201223845,yes,1,0.473684211
Is it a carnivore?,is-it-a-carnivore,tiger,yes,tiger:nonvisual:yes:1,nonvisual,1,yes,4,1,1.154700538,0,2,1.5,1,1,3,-0.75,1.5,-2,1,2.25,1.5,1,4,0.113599459,1.881518658,1.615772308,yes,1,0.473684211
Does it live in zoos?,does-it-live-in-zoos,tiger,yes,tiger:nonvisual:yes:4,nonvisual,4,yes,4,1,1.154700538,0,2,1.5,1.914854216,0,4,-1.75,0.5,-2,-1,1.75,1.707825128,0,4,0.113599459,1.116813131,-0.637824614,yes,1,0.473684211
Does it live in India?,does-it-live-in-india,tiger,yes,tiger:nonvisual:yes:5,nonvisual,5,yes,4,0.75,0.957427108,0,2,0.75,0.957427108,0,2,-1,0.816496581,-2,0,1.5,0.577350269,1,2,-1.05319383,0.734460367,1.052373077,yes,1,0.473684211
Is it black?,is-it-black,tiger,no,tiger:visual:no:1,visual,1,no,5,-1.4,0.547722558,-2,-1,2.4,1.816590212,0,4,-1,1.224744871,-2,1,1.4,0.894427191,0,2,1.513751406,0.581519262,1.052373077,no,1,0.473684211
Is it brown?,is-it-brown,tiger,no,tiger:visual:no:2,visual,2,no,7,-1.142857143,1.069044968,-2,0,2.285714286,0.951189731,1,4,-1.428571429,0.534522484,-2,-1,1.714285714,1.496026483,0,4,1.335954334,1.062191307,0.086545825,no,1,0.473684211
Does it have large ears?,does-it-have-large-ears,tiger,no,tiger:visual:no:3,visual,3,no,5,-0.4,0.894427191,-1,1,1.8,1.095445115,0,3,-0.2,1.095445115,-1,1,1,1.224744871,0,3,0.580316775,-0.030245161,2.855250614,no,1,0.473684211
Does it have warts?,does-it-have-warts,tiger,no,tiger:visual:no:5,visual,5,no,5,-1,1,-2,0,1.6,1.140175425,0,3,-1.2,0.836660027,-2,0,2.2,1.643167673,0,4,0.269171898,1.805048106,0.601653693,no,1,0.473684211
Is it yellow inside?,is-it-yellow-inside,tiger,no,tiger:visual:no:4,visual,4,no,4,-1.5,0.577350269,-2,-1,1.5,1.290994449,0,3,-0.5,1,-2,0,0.75,0.5,0,1,0.113599459,-0.412597924,2.179171538,no,1,0.473684211
Does it grow underground?,does-it-grow-underground,tiger,no,tiger:nonvisual:no:3,nonvisual,3,no,3,-1.333333333,1.154700538,-2,0,1.666666667,0.577350269,1,2,-1,1.732050808,-2,1,1.666666667,1.527525232,0,3,0.372886857,0.98936221,1.052373077,no,1,0.473684211
Is it used for sitting on?,is-it-used-for-sitting-on,tiger,no,tiger:nonvisual:no:1,nonvisual,1,no,4,-2,0,-2,-2,1.5,1.290994449,0,3,-1.75,0.5,-2,-1,0.25,0.5,0,1,0.113599459,-1.177303452,-0.637824614,no,1,0.473684211
Is it used for relaxing?,is-it-used-for-relaxing,tiger,no,tiger:nonvisual:no:5,nonvisual,5,no,6,-1.5,0.836660027,-2,0,0.333333333,0.516397779,0,1,-1.833333333,0.40824829,-2,-1,0.333333333,0.816496581,0,2,-1.701412324,-1.049852531,-0.825624358,no,1,0.473684211
Is it worn in winter?,is-it-worn-in-winter,tiger,no,tiger:nonvisual:no:4,nonvisual,4,no,4,-1.5,1,-2,0,1,0.816496581,0,2,-1,1.414213562,-2,1,0.5,1,0,2,-0.664262734,-0.794950688,1.052373077,no,1,0.473684211
Does it taste sweet?,does-it-taste-sweet,tiger,no,tiger:nonvisual:no:2,nonvisual,2,no,5,-1.8,0.447213595,-2,-1,0.6,0.547722558,0,1,-1.4,1.341640786,-2,1,0.4,0.894427191,0,2,-1.286552488,-0.947891794,0.150934308,no,1,0.473684211
Does it have a long tongue?,does-it-have-a-long-tongue,toad,yes,toad:visual:yes:4,visual,4,yes,5,1.6,0.894427191,0,2,2,1.58113883,0,4,-1.6,0.894427191,-2,0,0.8,1.303840481,0,3,0.891461652,-0.336127372,-0.299785076,yes,1,0.631578947
Is it small?,is-it-small,toad,yes,toad:visual:yes:3,visual,3,yes,4,1.25,0.957427108,0,2,2.75,1.258305739,1,4,-1.5,0.577350269,-2,-1,0.75,0.5,0,1,2.058254941,-0.412597924,-0.074425384,yes,1,0.631578947
Is it green?,is-it-green,toad,yes,toad:visual:yes:1,visual,1,yes,2,0.5,0.707106781,0,1,1.5,2.121320344,0,3,-2,0,-2,-2,1.5,2.121320344,0,3,0.113599459,0.734460367,-1.201223845,NA,NA,0.631578947
Is it an amphibian?,is-it-an-amphibian,toad,yes,toad:nonvisual:yes:3,nonvisual,3,yes,4,1.75,0.5,1,2,1.75,0.957427108,1,3,-1.75,0.5,-2,-1,2.5,1.290994449,1,4,0.502530556,2.263871422,-0.637824614,yes,1,0.631578947
Does it eat?,does-it-eat,toad,yes,toad:nonvisual:yes:1,nonvisual,1,yes,6,2,0,2,2,1,1.264911064,0,3,-1.666666667,0.516397779,-2,-1,1,0.632455532,0,2,-0.664262734,-0.030245161,-0.450024871,yes,1,0.631578947
Does it hop?,does-it-hop,toad,yes,toad:nonvisual:yes:2,nonvisual,2,yes,7,1.857142857,0.377964473,1,2,1.428571429,0.975900073,0,3,-1.571428571,0.534522484,-2,-1,0.857142857,1.069044968,0,3,0.002476289,-0.248732454,-0.235396592,yes,1,0.631578947
Does it eat insects?,does-it-eat-insects,toad,yes,toad:nonvisual:yes:4,nonvisual,4,yes,4,1.5,0.577350269,1,2,1.5,0.577350269,1,2,-1.25,0.5,-2,-1,2,0.816496581,1,3,0.113599459,1.499165895,0.488973847,yes,1,0.631578947
Does it have a tail?,does-it-have-a-tail,toad,no,toad:visual:no:3,visual,3,no,6,-1.833333333,0.40824829,-2,-1,1,1.264911064,0,3,-1.5,0.547722558,-2,-1,1.166666667,1.329160136,0,3,-0.664262734,0.224656682,-0.074425384,no,1,0.631578947
Does it have a peel?,does-it-have-a-peel,toad,no,toad:visual:no:2,visual,2,no,5,-1.8,0.447213595,-2,-1,1.4,1.140175425,0,3,-1.6,0.547722558,-2,-1,1.4,1.949358869,0,4,-0.041972979,0.581519262,-0.299785076,no,1,0.631578947
Does it have handle bars?,does-it-have-handle-bars,toad,no,toad:visual:no:1,visual,1,no,6,-1.5,1.224744871,-2,1,0.333333333,0.816496581,0,2,-1.833333333,0.40824829,-2,-1,0.166666667,0.40824829,0,1,-1.701412324,-1.304754373,-0.825624358,no,1,0.631578947
Does it have whiskers?,does-it-have-whiskers,toad,no,toad:visual:no:4,visual,4,no,4,-2,0,-2,-2,1,0.816496581,0,2,-1.5,0.577350269,-2,-1,1.5,1.290994449,0,3,-0.664262734,0.734460367,-0.074425384,no,1,0.631578947
Does it taste good?,does-it-taste-good,toad,no,toad:nonvisual:no:4,nonvisual,4,no,7,-1.142857143,1.069044968,-2,1,0.857142857,1.214985793,0,3,-1.285714286,0.951189731,-2,0,1.571428571,1.272418021,0,3,-0.886509075,0.843704014,0.408488242,no,1,0.631578947
Does it bark?,does-it-bark,toad,no,toad:nonvisual:no:1,nonvisual,1,no,5,-2,0,-2,-2,1,1.732050808,0,4,-2,0,-2,-2,1.2,1.303840481,0,3,-0.664262734,0.27563705,-1.201223845,no,1,0.631578947
Is it furry?,is-it-furry,toad,no,toad:nonvisual:no:3,nonvisual,3,no,5,-2,0,-2,-2,1.2,1.788854382,0,4,-1.8,0.447213595,-2,-1,0.4,0.894427191,0,2,-0.353117857,-0.947891794,-0.75050446,no,1,0.631578947
Does it run fast?,does-it-run-fast,toad,no,toad:nonvisual:no:2,nonvisual,2,no,4,-0.75,0.957427108,-2,0,1,0.816496581,0,2,-1.25,0.957427108,-2,0,1,1.154700538,0,2,-0.664262734,-0.030245161,0.488973847,no,1,0.631578947
Is it made of metal?,is-it-made-of-metal,train,yes,train:visual:yes:4,visual,4,yes,5,1.6,0.547722558,1,2,2.4,1.341640786,1,4,-1.8,0.447213595,-2,-1,2,1.58113883,0,4,1.513751406,1.499165895,-0.75050446,yes,1,0.466666667
Does it have many cars?,does-it-have-many-cars,train,yes,train:visual:yes:3,visual,3,yes,6,0.5,1.048808848,-1,2,1.333333333,1.366260102,0,4,-0.833333333,1.169045194,-2,1,0.666666667,0.816496581,0,2,-0.145687938,-0.540048846,1.427972564,yes,1,0.466666667
Does it have a caboose?,does-it-have-a-caboose,train,yes,train:visual:yes:1,visual,1,yes,5,1,0.707106781,0,2,1.8,0.836660027,1,3,-1.2,0.836660027,-2,0,1.4,0.547722558,1,2,0.580316775,0.581519262,0.601653693,yes,1,0.466666667
Does it have an engine?,does-it-have-an-engine,train,yes,train:visual:yes:2,visual,2,yes,6,2,0,2,2,2,1.264911064,1,4,-1.333333333,0.816496581,-2,0,1.5,1.224744871,0,3,0.891461652,0.734460367,0.301174103,yes,1,0.466666667
Is it used for freight?,is-it-used-for-freight,train,yes,train:nonvisual:yes:1,nonvisual,1,yes,5,1.6,0.547722558,1,2,1.6,1.816590212,0,4,-1.6,0.547722558,-2,-1,0.8,0.836660027,0,2,0.269171898,-0.336127372,-0.299785076,yes,1,0.466666667
Is it loud?,is-it-loud,train,yes,train:nonvisual:yes:4,nonvisual,4,yes,5,1.8,0.447213595,1,2,1.4,1.516575089,0,3,-1.8,0.447213595,-2,-1,1.4,1.673320053,0,4,-0.041972979,0.581519262,-0.75050446,yes,1,0.466666667
Does it require a conductor?,does-it-require-a-conductor,train,yes,train:nonvisual:yes:3,nonvisual,3,yes,4,1.5,0.577350269,1,2,1.25,0.957427108,0,2,-1.25,0.5,-2,-1,2,1.414213562,0,3,-0.275331637,1.499165895,0.488973847,yes,1,0.466666667
Is it used for transportation?,is-it-used-for-transportation,train,yes,train:nonvisual:yes:2,nonvisual,2,yes,6,2,0,2,2,1.666666667,0.816496581,1,3,-1.5,0.547722558,-2,-1,0.666666667,0.816496581,0,2,0.372886857,-0.540048846,-0.074425384,yes,1,0.466666667
Does it have a beak?,does-it-have-a-beak,train,no,train:visual:no:3,visual,3,no,4,-2,0,-2,-2,1.75,2.061552813,0,4,-2,0,-2,-2,0,0,0,0,0.502530556,-1.559656216,-1.201223845,no,1,0.466666667
